"word","freq"
"httptcojodwkgnl","httptcojodwkgnl",1
"httptcojsyhvqvkz","httptcojsyhvqvkz",1
"httptcojuvdneoojg","httptcojuvdneoojg",1
"httptcojxrknvztqf","httptcojxrknvztqf",1
"httptcokcbyhuthrx","httptcokcbyhuthrx",1
"httptcokcueqtr","httptcokcueqtr",1
"httptcoketucozhd","httptcoketucozhd",1
"httptcokfkktvuj","httptcokfkktvuj",1
"httptcokkzrfkdj","httptcokkzrfkdj",1
"httptcoknsjzmhmqs","httptcoknsjzmhmqs",1
"httptcokpclifqirg","httptcokpclifqirg",1
"httptcokqqxbogpb","httptcokqqxbogpb",1
"httptcoksdfivid","httptcoksdfivid",1
"httptcokvxsqutzwv","httptcokvxsqutzwv",1
"httptcokxdvtvobpp","httptcokxdvtvobpp",1
"httptcokxrsvso","httptcokxrsvso",1
"httptcola","httptcola",1
"httptcolalxlvnmh","httptcolalxlvnmh",1
"httptcolfjnom","httptcolfjnom",1
"httptcoliqvpamn","httptcoliqvpamn",1
"httptcoljvwynpe","httptcoljvwynpe",1
"httptcollbbybdwr","httptcollbbybdwr",1
"httptcolljvtlwyll","httptcolljvtlwyll",1
"httptcolwpqevmbm","httptcolwpqevmbm",1
"httptcolwvaalpop","httptcolwvaalpop",1
"httptcolzmttcp","httptcolzmttcp",1
"httptcolzvkx","httptcolzvkx",1
"httptcomawsftbyd","httptcomawsftbyd",1
"httptcomblnnwmni","httptcomblnnwmni",1
"httptcomegeyfpf","httptcomegeyfpf",1
"httptcomfavlrhu","httptcomfavlrhu",1
"httptcommkdzyfnkq","httptcommkdzyfnkq",1
"httptcomodbnumbn","httptcomodbnumbn",1
"httptcomozrcljd","httptcomozrcljd",1
"httptcomretgfclo","httptcomretgfclo",1
"httptcomsvkisfr","httptcomsvkisfr",1
"httptcomtdmitnsl","httptcomtdmitnsl",1
"httptcomuvqbgqnk","httptcomuvqbgqnk",1
"httptcomvraqqx","httptcomvraqqx",1
"httptcomvypxailkt","httptcomvypxailkt",1
"httptconhgyqnxhia","httptconhgyqnxhia",1
"httptconsvybqb","httptconsvybqb",1
"httptconvoauxla","httptconvoauxla",1
"httptconxfnechjk","httptconxfnechjk",1
"httptconxqojgxuy","httptconxqojgxuy",1
"httptcooakfzppqd","httptcooakfzppqd",1
"httptcoocglrkkut","httptcoocglrkkut",1
"httptcoocwlk","httptcoocwlk",1
"httptcoodnststp","httptcoodnststp",1
"httptcooejklczf","httptcooejklczf",1
"httptcoofsceeqyq","httptcoofsceeqyq",1
"httptcookdorrfrq","httptcookdorrfrq",1
"httptcoonjnfzjyy","httptcoonjnfzjyy",1
"httptcoontnatoow","httptcoontnatoow",1
"httptcooqcmlcmmf","httptcooqcmlcmmf",1
"httptcooqexdzwf","httptcooqexdzwf",1
"httptcooskyjspos","httptcooskyjspos",1
"httptcooumompomje","httptcooumompomje",1
"httptcoovipjbsxnl","httptcoovipjbsxnl",1
"httptcoowdyfcvd","httptcoowdyfcvd",1
"httptcoozuwecbhmr","httptcoozuwecbhmr",1
"httptcopbpglao","httptcopbpglao",1
"httptcopldqibkta","httptcopldqibkta",1
"httptcopneqv","httptcopneqv",1
"httptcopnzpdbv","httptcopnzpdbv",1
"httptcoprvbxkmc","httptcoprvbxkmc",1
"httptcoptymkckcc","httptcoptymkckcc",1
"httptcopuxcwzwbj","httptcopuxcwzwbj",1
"httptcopvagsfpfb","httptcopvagsfpfb",1
"httptcopwllbst","httptcopwllbst",1
"httptcoqavfackyjw","httptcoqavfackyjw",1
"httptcoqfjzddfdc","httptcoqfjzddfdc",1
"httptcoqjdploxn","httptcoqjdploxn",1
"httptcoqlrmhmfffv","httptcoqlrmhmfffv",1
"httptcoqspxwihh","httptcoqspxwihh",1
"httptcoqvaptpk","httptcoqvaptpk",1
"httptcoqxzvouhzdi","httptcoqxzvouhzdi",1
"httptcoreglujkoe","httptcoreglujkoe",1
"httptcorfeuzrtzl","httptcorfeuzrtzl",1
"httptcorhwxmya","httptcorhwxmya",1
"httptcorkajhcgo","httptcorkajhcgo",1
"httptcorpenywz","httptcorpenywz",1
"httptcorqpysdrp","httptcorqpysdrp",1
"httptcortvpprkpw","httptcortvpprkpw",1
"httptcorxyvbujkr","httptcorxyvbujkr",1
"httptcorycujlz","httptcorycujlz",1
"httptcorzntmss","httptcorzntmss",1
"httptcorzonnect","httptcorzonnect",1
"httptcorzzxwmkue","httptcorzzxwmkue",1
"httptcosbtlcoxxc","httptcosbtlcoxxc",1
"httptcosdfhxmzq","httptcosdfhxmzq",1
"httptcoshidgxmvp","httptcoshidgxmvp",1
"httptcosikyrwpo","httptcosikyrwpo",1
"httptcosjbillvus","httptcosjbillvus",1
"httptcoskabxvfc","httptcoskabxvfc",1
"httptcoslamhcm","httptcoslamhcm",1
"httptcoslekalwbx","httptcoslekalwbx",1
"httptcoslryweoff","httptcoslryweoff",1
"httptcosmspiyok","httptcosmspiyok",1
"httptcosolcolf","httptcosolcolf",1
"httptcosonvluiivr","httptcosonvluiivr",1
"httptcosrhmzpdg","httptcosrhmzpdg",1
"httptcostuttny","httptcostuttny",1
"httptcoswntegzav","httptcoswntegzav",1
"httptcosxusgz","httptcosxusgz",1
"httptcoszznrga","httptcoszznrga",1
"httptcotcifyvajq","httptcotcifyvajq",1
"httptcotjsldgip","httptcotjsldgip",1
"httptcotmojbfigfb","httptcotmojbfigfb",1
"httptcotondxgdzq","httptcotondxgdzq",1
"httptcotoroayx","httptcotoroayx",1
"httptcotoroayxuu","httptcotoroayxuu",1
"httptcotqfwstzoxj","httptcotqfwstzoxj",1
"httptcotqjanepql","httptcotqjanepql",1
"httptcottznvgbam","httptcottznvgbam",1
"httptcotvcokyquwg","httptcotvcokyquwg",1
"httptcotvmggnkm","httptcotvmggnkm",1
"httptcotvtifphh","httptcotvtifphh",1
"httptcoudfzci","httptcoudfzci",1
"httptcouenndyxeq","httptcouenndyxeq",1
"httptcouhhiree","httptcouhhiree",1
"httptcouhuelhkmts","httptcouhuelhkmts",1
"httptcoujcdhpf","httptcoujcdhpf",1
"httptcoukafwqnu","httptcoukafwqnu",1
"httptcoumpsttiuoy","httptcoumpsttiuoy",1
"httptcourbkgdjep","httptcourbkgdjep",1
"httptcouyvczrrt","httptcouyvczrrt",1
"httptcovccxuljkb","httptcovccxuljkb",1
"httptcovcxsyezu","httptcovcxsyezu",1
"httptcoviheqsj","httptcoviheqsj",1
"httptcovkvswip","httptcovkvswip",1
"httptcovmcivbuj","httptcovmcivbuj",1
"httptcovodbrrupdo","httptcovodbrrupdo",1
"httptcovoilqlbdoc","httptcovoilqlbdoc",1
"httptcovyoorimbc","httptcovyoorimbc",1
"httptcovyreyrfm","httptcovyreyrfm",1
"httptcovzqqgrm","httptcovzqqgrm",1
"httptcowalfdjixq","httptcowalfdjixq",1
"httptcowfkaiil","httptcowfkaiil",1
"httptcowhaufjdn","httptcowhaufjdn",1
"httptcowjerdlzkk","httptcowjerdlzkk",1
"httptcowjjdrhh","httptcowjjdrhh",1
"httptcowjtyqjxeq","httptcowjtyqjxeq",1
"httptcowkqznoyuqc","httptcowkqznoyuqc",1
"httptcowmqvgym","httptcowmqvgym",1
"httptcowndgdbk","httptcowndgdbk",1
"httptcowuzcb","httptcowuzcb",1
"httptcowuzcbfrx","httptcowuzcbfrx",1
"httptcowydfccc","httptcowydfccc",1
"httptcowzgeswpmp","httptcowzgeswpmp",1
"httptcoxavervxzg","httptcoxavervxzg",1
"httptcoxbprzobytt","httptcoxbprzobytt",1
"httptcoxeurkf","httptcoxeurkf",1
"httptcoxhckjzkri","httptcoxhckjzkri",1
"httptcoxkwnhgrp","httptcoxkwnhgrp",1
"httptcoxojmfo","httptcoxojmfo",1
"httptcoxtccwpfeva","httptcoxtccwpfeva",1
"httptcoxtzzrhqqcn","httptcoxtzzrhqqcn",1
"httptcoygiet","httptcoygiet",1
"httptcoyguolwhsf","httptcoyguolwhsf",1
"httptcoyiksrgrd","httptcoyiksrgrd",1
"httptcoyiqrwsc","httptcoyiqrwsc",1
"httptcoyirloukndu","httptcoyirloukndu",1
"httptcoykhbqcaa","httptcoykhbqcaa",1
"httptcoypvlbpaj","httptcoypvlbpaj",1
"httptcoyxwzjtp","httptcoyxwzjtp",1
"httptcoyzovgtf","httptcoyzovgtf",1
"httptcozazbsapok","httptcozazbsapok",1
"httptcozbztgbura","httptcozbztgbura",1
"httptcozcfqbdsuft","httptcozcfqbdsuft",1
"httptcozenhewlsa","httptcozenhewlsa",1
"httptcozhhpyr","httptcozhhpyr",1
"httptcozhzure","httptcozhzure",1
"httptcozjezyd","httptcozjezyd",1
"httptcoznwweaknm","httptcoznwweaknm",1
"httptcozqomqpi","httptcozqomqpi",1
"httptcozxfyfhzv","httptcozxfyfhzv",1
"huffpostimpact","huffpostimpact",1
"huge","huge",1
"humanitarian","humanitarian",1
"humans","humans",1
"hysterical","hysterical",1
"ictmagazine","ictmagazine",1
"identifies","identifies",1
"igortoronyi","igortoronyi",1
"iii","iii",1
"immune","immune",1
"immunizationhealth","immunizationhealth",1
"impacts","impacts",1
"importance","importance",1
"important","important",1
"improvements","improvements",1
"indonesia","indonesia",1
"infant","infant",1
"infection","infection",1
"infections","infections",1
"informed","informed",1
"infusionnurse","infusionnurse",1
"init","init",1
"innovative","innovative",1
"insectary","insectary",1
"insects","insects",1
"inseparable","inseparable",1
"insights","insights",1
"inspiring","inspiring",1
"institutions","institutions",1
"integradora","integradora",1
"invention","invention",1
"investigación","investigación",1
"irj","irj",1
"irs","irs",1
"isglobalorg","isglobalorg",1
"italian","italian",1
"itn","itn",1
"ivchat","ivchat",1
"jbiolchem","jbiolchem",1
"jeadranmalagon","jeadranmalagon",1
"jenllittle","jenllittle",1
"jordan","jordan",1
"june","june",1
"jyangstar","jyangstar",1
"keep","keep",1
"kenyausing","kenyausing",1
"kids","kids",1
"killers","killers",1
"killmosquito","killmosquito",1
"kinderen","kinderen",1
"knew","knew",1
"knowlesi","knowlesi",1
"komen","komen",1
"korea","korea",1
"kwesiptp","kwesiptp",1
"laburar","laburar",1
"lancisi","lancisi",1
"largely","largely",1
"laughing","laughing",1
"launched","launched",1
"leaders","leaders",1
"learning","learning",1
"leedsmet","leedsmet",1
"lesleywoodphoto","lesleywoodphoto",1
"let","let",1
"lets","lets",1
"létude","létude",1
"list","list",1
"listen","listen",1
"livecast","livecast",1
"living","living",1
"localneed","localneed",1
"lol","lol",1
"looking","looking",1
"love","love",1
"lowveldmedia","lowveldmedia",1
"lshtmimpact","lshtmimpact",1
"lshtmlibrary","lshtmlibrary",1
"lunghealth","lunghealth",1
"main","main",1
"majority","majority",1
"malaleishdigest","malaleishdigest",1
"malariaelimination","malariaelimination",1
"malariajournal","malariajournal",1
"malariaprevention","malariaprevention",1
"malariaworld","malariaworld",1
"man","man",1
"mantaray","mantaray",1
"many","many",1
"mariakiwanuka","mariakiwanuka",1
"mark","mark",1
"market","market",1
"marketmalaria","marketmalaria",1
"más","más",1
"mass","mass",1
"matemática","matemática",1
"mayor","mayor",1
"mckenzie","mckenzie",1
"meddling","meddling",1
"media","media",1
"medicines","medicines",1
"mefloquine","mefloquine",1
"mejor","mejor",1
"members","members",1
"menos","menos",1
"mesamalaria","mesamalaria",1
"meses","meses",1
"message","message",1
"mhealthalliance","mhealthalliance",1
"milhealth","milhealth",1
"miljoen","miljoen",1
"mimconf","mimconf",1
"minister","minister",1
"ministre","ministre",1
"mishandling","mishandling",1
"misión","misión",1
"mnttropdisease","mnttropdisease",1
"modeling","modeling",1
"moet","moet",1
"mossie","mossie",1
"mossiesongs","mossiesongs",1
"mother","mother",1
"moustique","moustique",1
"mshhealthimpact","mshhealthimpact",1
"muertos","muertos",1
"multisectoral","multisectoral",1
"murphypalmer","murphypalmer",1
"nafdac","nafdac",1
"nanakrysyks","nanakrysyks",1
"nancylindborg","nancylindborg",1
"needs","needs",1
"neglected","neglected",1
"netoneverybed","netoneverybed",1
"newshour","newshour",1
"nile","nile",1
"nilimajumder","nilimajumder",1
"noticias","noticias",1
"notricksjusttreats","notricksjusttreats",1
"novartis","novartis",1
"ntds","ntds",1
"número","número",1
"nursecom","nursecom",1
"nutri","nutri",1
"nutrition","nutrition",1
"objectives","objectives",1
"october","october",1
"offered","offered",1
"offers","offers",1
"oficial","oficial",1
"onder","onder",1
"online","online",1
"onthisday","onthisday",1
"opened","opened",1
"opensource","opensource",1
"oplossing","oplossing",1
"opmalaria","opmalaria",1
"option","option",1
"orj","orj",1
"ottawacitizen","ottawacitizen",1
"overview","overview",1
"pacific","pacific",1
"pahowho","pahowho",1
"palomo","palomo",1
"part","part",1
"particularly","particularly",1
"partnership","partnership",1
"passport","passport",1
"passporthealth","passporthealth",1
"patch","patch",1
"pathogenesis","pathogenesis",1
"peacekeepers","peacekeepers",1
"peopledrfriedencdc","peopledrfriedencdc",1
"per","per",1
"performance","performance",1
"pero","pero",1
"person","person",1
"personnel","personnel",1
"personnes","personnes",1
"pfac","pfac",1
"pharmacies","pharmacies",1
"pharmas","pharmas",1
"phospholipid","phospholipid",1
"physnsstwatch","physnsstwatch",1
"pilgrimafrica","pilgrimafrica",1
"pipeline","pipeline",1
"pittsburgh","pittsburgh",1
"place","place",1
"planeride","planeride",1
"planwe","planwe",1
"plates","plates",1
"pledge","pledge",1
"plus","plus",1
"pneumonia","pneumonia",1
"populations","populations",1
"por","por",1
"poses","poses",1
"posters","posters",1
"pot","pot",1
"pourrait","pourrait",1
"precautionhttptcozorgniqnc","precautionhttptcozorgniqnc",1
"precautions","precautions",1
"precautionsget","precautionsget",1
"prescribed","prescribed",1
"presentation","presentation",1
"preso","preso",1
"primaquine","primaquine",1
"prioritizing","prioritizing",1
"private","private",1
"probleem","probleem",1
"proposals","proposals",1
"prosperity","prosperity",1
"protection","protection",1
"protein","protein",1
"proud","proud",1
"pudimos","pudimos",1
"questa","questa",1
"question","question",1
"quinnine","quinnine",1
"radical","radical",1
"rainy","rainy",1
"raise","raise",1
"raising","raising",1
"rate","rate",1
"rebound","rebound",1
"record","record",1
"recorded","recorded",1
"reducing","reducing",1
"reduction","reduction",1
"regions","regions",1
"registra","registra",1
"registrado","registrado",1
"reject","reject",1
"related","related",1
"reliability","reliability",1
"remain","remain",1
"reminder","reminder",1
"renewrite","renewrite",1
"repertoire","repertoire",1
"represent","represent",1
"requires","requires",1
"resultscda","resultscda",1
"review","review",1
"rickmercer","rickmercer",1
"right","right",1
"rodent","rodent",1
"rolemodel","rolemodel",1
"roles","roles",1
"rollbackma","rollbackma",1
"roundup","roundup",1
"rozhobley","rozhobley",1
"rtcdtransform","rtcdtransform",1
"rtdrfriedencdc","rtdrfriedencdc",1
"rtundp","rtundp",1
"rtusaid","rtusaid",1
"rusingaisland","rusingaisland",1
"rwanda","rwanda",1
"rxwiki","rxwiki",1
"ryanlebreton","ryanlebreton",1
"safe","safe",1
"said","said",1
"sailinsomnia","sailinsomnia",1
"sales","sales",1
"samples","samples",1
"santé","santé",1
"scale","scale",1
"scenario","scenario",1
"scidevnetssa","scidevnetssa",1
"scmpnews","scmpnews",1
"scoop","scoop",1
"scoopit","scoopit",1
"season","season",1
"second","second",1
"sectors","sectors",1
"seminar","seminar",1
"senbobcasey","senbobcasey",1
"sense","sense",1
"serían","serían",1
"several","several",1
"sexuelles","sexuelles",1
"shah","shah",1
"shes","shes",1
"shocking","shocking",1
"sideeffects","sideeffects",1
"signed","signed",1
"sikaria","sikaria",1
"simpler","simpler",1
"situation","situation",1
"skepticism","skepticism",1
"slowly","slowly",1
"smh","smh",1
"snapchat","snapchat",1
"solarmal","solarmal",1
"soldiers","soldiers",1
"sólo","sólo",1
"solution","solution",1
"sonia","sonia",1
"soon","soon",1
"southeast","southeast",1
"spin","spin",1
"spot","spot",1
"spreading","spreading",1
"starts","starts",1
"stem","stem",1
"step","step",1
"steps","steps",1
"stepvaessen","stepvaessen",1
"stesfamariam","stesfamariam",1
"sto","sto",1
"story","story",1
"strana","strana",1
"strenghening","strenghening",1
"strombodotcom","strombodotcom",1
"student","student",1
"subtropical","subtropical",1
"successful","successful",1
"sunpowerstromboclever","sunpowerstromboclever",1
"surge","surge",1
"surveys","surveys",1
"symposium","symposium",1
"symptoms","symptoms",1
"synergistic","synergistic",1
"synthesis","synthesis",1
"system","system",1
"taken","taken",1
"talk","talk",1
"tan","tan",1
"taxa","taxa",1
"taxes","taxes",1
"taxpayer","taxpayer",1
"tegen","tegen",1
"tengo","tengo",1
"terminar","terminar",1
"thailand","thailand",1
"thanks","thanks",1
"theaidsalliance","theaidsalliance",1
"theyre","theyre",1
"think","think",1
"thinking","thinking",1
"tidbits","tidbits",1
"tight","tight",1
"toca","toca",1
"traditionally","traditionally",1
"transfer","transfer",1
"travelling","travelling",1
"tremendous","tremendous",1
"triangleresults","triangleresults",1
"trick","trick",1
"trigger","trigger",1
"tropicalmedicine","tropicalmedicine",1
"tropmed","tropmed",1
"truth","truth",1
"ttwpkj","ttwpkj",1
"tue","tue",1
"tutaclaradehuevo","tutaclaradehuevo",1
"uberfacts","uberfacts",1
"ugandan","ugandan",1
"ugandas","ugandas",1
"ugcommonwealth","ugcommonwealth",1
"unaffected","unaffected",1
"unborn","unborn",1
"unday","unday",1
"understand","understand",1
"undesadspd","undesadspd",1
"unicefsa","unicefsa",1
"unicpretoria","unicpretoria",1
"unitedstates","unitedstates",1
"universal","universal",1
"unocha","unocha",1
"unr","unr",1
"unrightswire","unrightswire",1
"upon","upon",1
"urges","urges",1
"usaidprogress","usaidprogress",1
"vacation","vacation",1
"vaccin","vaccin",1
"vaccino","vaccino",1
"vacunas","vacunas",1
"vanguard","vanguard",1
"variation","variation",1
"vergescience","vergescience",1
"vergt","vergt",1
"viajar","viajar",1
"viernes","viernes",1
"vietnam","vietnam",1
"vineg","vineg",1
"vinegradova","vinegradova",1
"virus","virus",1
"vista","vista",1
"vivo","vivo",1
"volgende","volgende",1
"voor","voor",1
"voornamelijk","voornamelijk",1
"waar","waar",1
"waiting","waiting",1
"waren","waren",1
"warming","warming",1
"washingtonian","washingtonian",1
"watcgirl","watcgirl",1
"waterstep","waterstep",1
"way","way",1
"website","website",1
"weird","weird",1
"westin","westin",1
"westnile","westnile",1
"whats","whats",1
"whether","whether",1
"widely","widely",1
"widespread","widespread",1
"without","without",1
"wkhealth","wkhealth",1
"wld","wld",1
"wonder","wonder",1
"worker","worker",1
"workforces","workforces",1
"works","works",1
"world","world",1
"worldbank","worldbank",1
"worldwideinternet","worldwideinternet",1
"yearsmost","yearsmost",1
"yes","yes",1
"youtube","youtube",1
"yup","yup",1
